title,description,points,price
Valle de la Puerta 2007 La Puerta Gran Reserva Red (Famatina Valley),"Bold and pruney, with herbal, soft, ultraripe aromas in front of a ...",87,$40
Fattoria Selvanova 2006 Acquavigna Pallagrello (Terre del Volturno),"From the almost-extinct Pallagrello grape, this luminous white wine really holds its ...",87,$19
Suavia 2006 Le Rive  (Soave Classico),"Made with Garganega grapes, this is a more saturated expression of Soave ...",87,
Chambers Rosewood Vineyards NV Grand Muscadelle Tokay (Rutherglen),"Dark amber in color, with some greening evident at the rim, this ...",91,$140
Royal Tokaji 2007 Betsek Aszú 6 Puttonyos  (Tokaji),"Opulent and elegant, this brilliant deep-gold Tokaji has aromas of vanilla caramel, ...",92,$118
O. Fournier 2007 Alfa Crux Red (Uco Valley),"With classy aromas of cedar, dark berry, aged balsamic vinegar and spice, ...",92,$50
Albet I Noya 2014 El Fanio Organic Xarel-lo (Penedès),Stone fruit and slightly funky yet natural aromas get this organic and ...,88,$18
Antichi Vinai 1877 2012 Pietralava Bianco  (Etna),"A blend of 80% Carricante and 20% Catarratto, this offers heady aromas ...",88,$25
Manzoni 2010 North Highlands Cuvée Pinot Gris (Santa Lucia Highlands),Rich doesn't begin to describe this Pinot Gris. It's explosive in orange ...,90,$18
González Byass NV Noe Vinum Optimum Rare Signatum Pedro Ximénez (Jerez),"Raisin and more raisin aromas come with touches of cinnamon, caramel and ...",94,$50
Truro 2009 Demi-Sec Vignoles (America),"This has striking aromas of passion fruit, apricot and pear drop, with ...",87,$14
Bella Victorian NV The Painted Lady Dornfelder (Sta. Rita Hills),"This is fantastically rich in flavors of cherry pie, milk chocolate, buttered ...",87,$47
Rasa 2012 QED Convergence Red (Columbia Valley (WA)),"This blend features Syrah, Grenache, Mourvèdre and Viognier. The oak (30 months ...",91,$50
Kalleske 2014 Moppa Shiraz (Barossa),"Although labeled Shiraz, this wine also includes 10% Petit Verdot and 5% ...",92,$34
I Sodi 2013 Riserva  (Chianti Classico),"Made with 95% Sangiovese and 5% Canaiolo, this brawny red opens with ...",91,$40
Cambiata 2014 Aero Bos Red (Monterey),"Veteran winemaker Eric Laumann pushes the varietal envelope by blending Dornfelder, Tannat, ...",91,$45
Saladini Pilastri 2012  Offida Pecorino,"Here''s a bright and delicious Pecorino, with sensations of white peach, pear, ...",88,$16
Santa Alicia 2011 Late Harvest Estate Bottled Muscatel (Limarí Valley),"Powdery, sweet aromas of peach and melon are tropical and suggest botrytis. ...",88,$15
Clos Alivu 2015 Nielluciu (Patrimonio),"This rich, structured wine is made from 100% Niellucciu (Sangiovese) from a ...",90,$22
Clos Venturi 2014 Pur Sciaccerellu (Corse),"With its spice, generous tannins from wood aging and ripe black plum ...",90,
Les Rocailles 2016 Chignin Jacquère (Savoie),"This is ripe and full in the mouth, with fine acidity and ...",90,$20
Masi 2014 Campofiorin 50 Red (Veronese),"You''ll find alluring scents of iris, blackberry and nutmeg on this blend ...",90,$18
Mouchão 2014 Dom Rafael Red (Alentejo),"Produced at the iconic Mouchão estate, this wine comes from old vines ...",90,$20
Columbia Crest 2012 Reserve Coyote Canyon Vineyard Red (Horse Heaven Hills),"Smelling like a fresh bowl of fruit, this blend of co-fermented Syrah ...",92,$35
Emilio Moro 2011  Ribera del Duero,"Dark aromas of molasses, maple syrup, toast, char and blackberry are rich ...",92,$24
Tinhof 2014 Neuburger (Burgenland),The subtlest overtones of pine and mint hover above the rather citrus-focused ...,92,$21
Et Cetera 2013 Cuvée Rouge Red (Moldova),"This red blend is comprised of 50% Cabernet Sauvignon, 30% Merlot, 15% ...",88,$24
Ken Forrester 2007 Renegade G-S-M (Stellenbosch),"Cured meat, game and mentholated herbal aromas lead on the nose of ...",88,$22
Hosmer 2016 Estate Grüner Veltliner (Cayuga Lake),"Revitalizing freshness abounds in this dry, spry Grüner Veltliner. Pristine tangerine and ...",88,$16
Summers 2014 Estate Villa Andriana Vineyard Charbono (Calistoga),"A rare 100% representation of the variety, this is juicy, dusty and ...",90,$34
Troon 2013 M-T Reserve Red (Southern Oregon),"A cofermented field blend of 56% Malbec and 44% Tannat, this pairs ...",90,$50
Cantine Novelli 2006 Spoletino Trebbiano (Umbria),"Honey, peach nectar and apricot best describe this luminous Trebbiano from Central ...",87,$22
Storks' Tower 2009 Tríptico Tempranillo-Shiraz (Vino de la Tierra de Castilla y León),"Opaque purple to the eye, which portends the wine''s dark, meaty, jammy ...",86,$30
Wolfberger 2010 Edelzwicker White (Alsace),"Gently soft wine, with a creamy character. There are light white and ...",84,$15
Mustiguillo 2011 Quincha Corral Bobal (Spain),"Ripe, loamy aromas of raisin, baked blackberry and earth filter into a ...",92,$100
Mustiguillo 2012 Finca Terrerazo Vino de Pago Bobal (Spain),This varietal Bobal from a designated pago (Finca Terrerazo) within Utiel-Requena is ...,92,$37
Montalbera 2013 Laccento  (Ruché di Castagnole Monferrato),Made predominantly from grapes that were left until they became overripe on ...,87,$39
Torrevento 2012 Torre del Falco Uva di Troia (Puglia),"Straightforward and easy-drinking, this delivers ripe black cherry, succulent raspberry, violet and ...",87,$10
Joie 2006 A Noble Blend White White (Okanagan Valley),Author Heidi Noble (Menus From An Orchard Table) and her husband Michael ...,89,$22
Querce Bettina 2011  Rosso di Montalcino,"Opening aromas include dark cherry, fragrant blue flower, orange zest and a ...",87,$30
Las Positas 2012 Muscat Canelli (California),"Soft in peach and orange-blossom, this wine offers a rich, deep texture ...",88,$25
Brassfield 2012 Serenity White (High Valley),"David Ramey is the consulting winemaker for this wine, a blend of ...",88,$15
Sangervasio 2005 Recinaio White (Colli Etruria Centrale),"Made of 70% Trebbiano, 15% San Colombano and 15% Sangiovese, this savory ...",91,$60
Portal del Montsant 2011 Brunus Red (Montsant),"Aromas of wild herbs, dry brush, rubber, oak and berry fruits come ...",91,$45
Losi Querciavalle 2000  Vin Santo del Chianti Classico,"Made of equal parts dried Trebbiano and Malvasia grapes, this dessert wine ...",91,$45
Kuentz-Bas 2015 Trois Châteaux 'E' Sylvaner (Alsace),A certain creamy nuttiness is suggested on the nose. The sunniness of ...,91,$27
Chimney Rock 2008 Elevage Blanc White (Napa Valley),"A lovely white Bordeaux-style blend of Sauvignon Blanc and Sauvignon Gris, rich, ...",91,$42
Bottega Vinaia 2014 Nosiola (Trentino),"The nose is quiet but the bright, simple palate offers lime and ...",85,$17
Château Lagrézette 2013 Red (Cahors),This is a bold wine in all senses. It is packed with ...,93,$45
Pagos Familia Langa 2009 Real de Aragon Garnacha (Calatayud),"Dark, meaty and ripe, the bouqiet has a strong wave of herb ...",85,$11
Bodegas Concavins 2009 Proyecto Cu4tro Red (Catalunya),"Rather unusual smelling, with exotic spice and blue fruit aromas that aren''t ...",85,$12
Chatom Vineyards 2006 Vino Dolce Red (Calaveras County),"A sweet mix of Touriga Nacional, Tinta Cão, Souzão and Tinta Barroca ...",84,$30
Henry Estate 2016 Müller-Thurgau (Umpqua Valley),"A strength at Henry Estate, this is off dry and lightly fizzy. ...",88,$15
Stemmari 2016 Estate Grown Grillo (Sicilia),"Heady aromas suggesting tropical fruit, honeysuckle and citrus zest lead the nose. ...",88,$10
Jardín de Lúculo 2016 Cátulo Organic Garnacha Rosado (Navarra),"Candied, grassy aromas set up a dilute palate with green, almost weedy ...",82,$9
González Byass NV Alfonso Oloroso Seco Palomino (Jerez),This comes across wide and expansive as it lazily exudes oily aromas ...,90,$26
Alvear NV Asuncion Oloroso - 500 ml Pedro Ximénez (Montilla-Moriles),"Starts out closed and dense, but with airing it hits its stride. ...",90,$29
Bocopa 2014 Alcanta White (Alicante),Generic peach and apple aromas are light and easy. This blend of ...,85,$10
Lyrarakis 2014 Kotsifali (Crete),A luscious nose of chocolate-covered cherries and black pepper start this delicious ...,92,$13
Di Meo 2005 C  (Coda di Volpe d'Irpinia),This little-known grape from the Campania region of southern Italy boasts many ...,85,$14
Wines & Winemakers 2013 Azul Portugal Red (Dão),"This blend of Jaén, Alfrocheiro, Touriga Nacional and Tinta Roriz is ripe ...",88,$12
Dr. Konstantin Frank 2009 Rkatsiteli (Finger Lakes),"Beautiful on the nose with sweet notes of honey tangerine and marmalade, ...",86,$15
Fox Run 2013 Cabernet Franc-Lemberger (Finger Lakes),"Spice and cedar notes pepper this plump, plummy blend of Cabernet Franc ...",88,$20
Château Saint-Maur 2014 White (Côtes de Provence),"Close to the beaches of Saint-Tropez, this estate has produced a light-hearted ...",88,$25
Statti 2006 Gaglioppo (Calabria),"This Calabrese wine takes a light, easy approach and offers ripe fruit, ...",87,$18
Bodegas Pirineos 2004 Parraleta (Somontano),"An indigenous varietal wine from Spain. Parraleta hails from mountainous Somontano, and ...",86,$14
Museum 2003 Real Reserva Tinto del Pais (Cigales),"One of the Cigales region''s big new wineries, Museum seems to be ...",90,$25
Penner-Ash 2013 Rubeo Pinot Noir-Syrah (Oregon),"A self-described “irreverent blend” of Pinot Noir (70%) and Syrah (30%), Rubeo ...",88,$24
Owen Roe 2013 Abbot's Table Red (Columbia Valley (WA)),"A blend of Zinfandel (41%), Sangiovese (34%), Lemberger (9%), Malbec (11%) and ...",90,$24
Rascioni e Cecconello 2012 Poggio Ciliegio Ciliegiolo (Toscana),"Made entirely with Ciliegiolo grapes, this opens with fruity aromas of red ...",89,$32
Quinta Santa Eufemia NV 30 Anos White  (Port),This dry wine with its wood acidity balanced by the intense concentration ...,95,$75
Giovanni Dri Il Roncat 2005 Picolit (Colli Orientali del Friuli),"Light in color with pretty layers of minerals and herbs, this golden-hued ...",92,$65
Planeta 2007 Moscato di Noto (Sicilia),Planeta's precious Moscato di Noto is always a pleasure to drink. This ...,92,$40
Llopart 2005 Rosé Brut Reserva Sparkling (Cava),"Light in color with aromas of finely scented bath soap, strawberry, fresh ...",91,$20
Istravino 2008 De Mar Plavac Plavac Mali (Peljesac),Both the nose and palate of this medium-bodied Plavac Mali are soft ...,84,$13
Royal Tokaji 2016 Late Harvest  (Tokaji),"This late harvest wine from Hungary is comprised of Furmint, Hárslevelu and ...",94,$21
Iron Horse 2013 Brut X Sparkling (Green Valley),"Extra dry in style, this sparkling blend of 68% Pinot Noir and ...",94,$52
José Maria da Fonseca 2015 José de Sousa Red (Alentejano),"Named after the Fonseca estate in Alentejo, this wine is impressively rich ...",94,$20
Le Fraghe 2015 Brol Grande  (Bardolino),"Showing Bardolino''s more serious side, this delicious red opens on aromas of ...",94,$20
Monte da Ravasqueira 2014 Vinha das Romãs Red (Alentejano),"This single-vineyard wine is richly structured and seriously impressive, coming from a ...",94,$25
Quinta do Perdigão 2012 Red (Dão),From architect José Perdgão's small quinta—only 17 acres on typically high-altitude merciless ...,94,$30
Ippolito 1845 1995 Ripe del Falco Riserva Superiore  (Cirò Classico),Ripe del Falco is a successful experiment in the aging ability of ...,88,$52
Yarra Yering 2009 Dry Red Wine No. 2 Shiraz-Viognier (Yarra Valley),"Vintage after vintage, this wine impresses for its complexity and balance, and ...",91,$95
Vicentin 2013 Dorado Tiger of the Rivers Red (Mendoza),"Berry aromas turn more jammy and unfocused with airing. An offputting, buttery, ...",81,$13
Lionel Osmin & Cie 2010 Donibane Red (Irrouléguy),"A blend of Cabernet Franc and Tannat, this is spicy, smoky and ...",88,$24
Falesco 2008 Ferentano Roscetto (Lazio),"Roscetto, a little-known white grape from central Italy, delivers impressive structure, depth ...",88,
Alain Brumont 2013 Brumont Tannat-Merlot (Côtes de Gascogne),"This is a smooth, ripe and fruity wine. It has a touch ...",86,
Cantine De Falco 2012 Serre di Sant'Elia Red (Squinzano),"A blend of 80% Negroamaro and 20% Malvasia Nera, this conveys aromas ...",86,$15
Teanum 2010 Otre Nero di Troia (Puglia),"Aromas of toast, underbrush and mature plum lead the nose on this ...",86,$17
Producteurs Plaimont 2013 Hat Trick  (Saint-Mont),"This white blend of Gros Manseng and Petit Courbu, both local grapes ...",86,$10
Schloss Johannisberger 2009 Trockenbeerenauslese Riesling (Rheingau),"Even in a flight of top BAs and TBAs, this one stood ...",97,$445
Maximin Grünhäuser 2012 Spätburgunder (Mosel),Gorgeous sprays of blossom cascade upon layers of ripe blackberry and plum ...,93,$40
Domaine Sigalas 2014 Kavalieros Single Vineyard Assyrtiko (Santorini),Brisk lemon and lime peel aromas are followed by delicate flavors of ...,93,$35
Wilde Farm Wines 2014 Heritage Bedrock Vineyard Red (Sonoma County),This is a field blend from a great vineyard site in the ...,93,$40
Le Casematte 2014  Faro,"A blend of 55% Nerello Mascalese, 25% Nerello Cappuccio, 10% Nocera and ...",93,$40
Graci 2015 Bianco  (Etna),"Made with 70% Carricante and 30% Catarratto, this elegantly structured wine has ...",93,$30
Castelvero 2008 Cortese (Piedmont),Here's a luminous and crystalline white wine in a screwcap bottle with ...,85,$10
Henschke 2008 Tilly's Vineyard White (Barossa-Adelaide Hills),"This is mainly Semillon and Sauvignon Blanc, with 25% Chardonnay and 9% ...",85,
Jean Perrier et Fils 2016 Altesse Cuvée Gastronomie Altesse (Savoie),"This creamy white is soft and smooth, with just the right kick ...",87,$18
Quinta do Sobral 2016 Santar Encruzado (Dão),"Made with rich Encruzado, full of apricot and creamed pear flavors, this ...",87,$13
Josef Weger 2005 Rodon Maso delle Rose White (Vino da Tavola),An aromatic blend of Traminer and Sauvignon Blanc (with small percentages of ...,88,$41
Russiz Superiore 2012 Col Disôre White (Collio),"This elegantly structured blend of Pinot Bianco, Friulano, Sauvignon and Ribolla Gialla ...",91,$37
Spice Route 2012 Chakalaka Red (Swartland),"Chakalaka is always a bold and powerful selection, and the 2012 follows ...",91,$24
Fattoria Moretto NV Monovitigno  (Lambrusco Grasparossa di Castelvetro),This wine's heady crushed grape and wild red berry aromas segue to ...,91,$23
Refugio Ranch 2014 Ineseño Roussanne-Viognier (Santa Ynez Valley),This blend of 70% Roussanne and 30% Viognier makes a great option ...,91,$30
Walla Walla Vintners 2015 Dwelley Vineyard Dolcetto (Walla Walla Valley (WA)),"This wine''s bright, fruit-forward raspberry, herb, cocoa and barrel spice aromas are ...",91,$29
Firriato 2008 Ribeca Perricone (Sicilia),Few Sicilian producers export 100% Perricone wines to the U.S. Among those ...,91,$45
Vega Sicilia 2010 Valbueno 5  (Ribera del Duero),"Smoky aromas of black plum, wild berry and clove precede a rich, ...",94,$190
Gerovassiliou 2009 Malagousia (Epanomi),"This is a variety Gerovassiliou does very well, with its aromas of ...",88,$23
Paolo Calì 2011 Forfice  (Cerasuolo di Vittoria Classico),"This fragrant blend of Nero d''Avola and Frappato boasts alluring blue flower, ...",91,
Paix Sur Terre 2016 Kiler Grove Vineyard Ugni Blanc (Paso Robles Willow Creek District),"One of the Central Coast''s only bottlings of this grape, which is ...",92,$27
Vidigal 2012 Red (Dão),"A blend of Touriga Nacional with a more local grape, Jaen, gives ...",86,$10
Curran 2016 Grenache Gris Rosé (Santa Barbara County),"Though considered a rosé, Grenache Gris is actually its own grape, and ...",92,$28
Garage Wine Co. 2014 Lot #56 Bagual Vineyard Carignan-Garnacha-Mataró Field-Blend Caliboro Red (Maule Valley),"Among Garage Wine''s 2014 single-vineyard Carignans and blends, this might be the ...",92,$39
Kurmisti 2007 Table Wine Hondarrabi Zuri (Vino de Mesa),"Clear as crystal up front, and then come flavors of lemon and ...",84,$12
Tenuta Rapitalà 2015 Rosato (Terre Siciliane),"Made with Nero d''Avola and Perricone, this offers alluring aromas of red ...",89,
Kuentz-Bas 2013 Trois Chateaux Auxerrois (Alsace),"Full-fruited, expressive notes of ripe pear shine on nose and palate. This ...",89,$24
Limnos Wines 2007 Muscat de Limnos Muscat of Alexandria (Limnos),"This dessert wine offers rich aromas of spice, flowers and burnt orange/citrus, ...",86,$15
Bovin 2006 Alexandar Red (Tikves),"This Merlot-Cabernet-Vranec blend offers an appealing, easydrinking array of warming spice, dark ...",86,$16
Rivera 2007 Rupìcolo Red (Castel del Monte),"There''s exotic spice here that plays a supporting role to prune, plum ...",86,$11
I Sodi 2009  Vin Santo del Chianti Classico,Made with dried grapes—67% Malvasia and 33% Trebbiano—this meditation wine opens with ...,93,$40
Abbazia di Novacella 2015 Praepositus Sylvaner (Alto Adige),"Enticing scents of white spring flower, orchard fruit, Alpine herb and an ...",93,$25
Quinta de Foz de Arouce 2013 Vinhas Velhas de Santa Maria Baga (Beira Atlantico),This old vine wine is a grand expression of the Baga grape. ...,93,$60
Ignacio Marín 2015 Wine Wings Moscatel-Garnacha White (Cariñena),Tropical aromas of lychee are about all that stand out on the ...,83,$20
Kabaj 2011 Rebula (Goriska Brda),Rebula is known in Slovenia as “The Queen Of Brda.” This orange ...,89,$25
Nuna 2015 The Soul of Argentina Reserve Bonarda (Mendoza),"Gritty aromas of tire, road tar and black fruits are common to ...",89,$17
Caligiore 2014 Single Organic Vineyard Bonarda (Mendoza),"Aromas of berry fruits, barrel spice and desert herbs lead to a ...",89,$15
Chakana 2015 Maipe Reserve Bonarda (Mendoza),"Dry, earthy berry aromas are lusty and integrated. This has a crisp ...",89,$19
Santa Alicia 2010 Millantu Red (Maipo Valley),"A harmonious mix of dry spice, herbal berry and rubbery aromas sets ...",91,$30
Scubla 2012 Speziale Bianco White (Colli Orientali del Friuli),"Made from a blend of Ribolla Gialla and Malvasia Istriana, this rich ...",91,
Farnese 2011 Casale Vecchio Passerina (Colli Aprutini),"Fresh, clean and pristine, this is an up-and-coming indigenous grape from central ...",86,$20
Domaine les Hauts de Riquets 2012 Diablerie Red (Côtes de Duras),"A blend of Malbec and Merlot, this is a rich, fruity wine. ...",84,$16
Clos Figueras 2013 Font de la Figuera White (Priorat),"Waxy, honeyed aromas of melon and white flowers lead to a plump, ...",90,$40
Franz Gojer-Glögglhof 2013 Rondell St. Magdalener Red (Alto Adige),"Made from the estate''s oldest vines, this silky blend of 95% Schiava ...",90,$29
Diren 2012 Collection Öküzgözü (Turkey),"Ruby-violet in color, this wine has aromas of cherry, cola and almond ...",89,$14
Villa di Corlo 2013 Corleto  (Lambrusco Grasparossa di Castelvetro),"Dense and delicious, this deeply colored wine opens with aromas of blue ...",89,$19
Ancilla 2012 1909  (Lugana),"Made from the Turbiana grape, this conveys aromas of jasmine, honeysuckle and ...",88,$23
Ochoa 2010 Viura-Chardonnay (Navarra),"An unusual blend of Viura, Chardonnay and Moscatel with unusual aromas of ...",85,$14
Murphy-Goode 2014 The Fumé Sauvignon Blanc (North Coast),This clean and relatively crisp wine has mild fruit-salad flavors and lively ...,86,$14
Viña Pérez Cruz 2007 Quelen Special Selection Red (Maipo Valley),"No matter how you cut it, this blend of Petit Verdot, Malbec ...",83,$60
Castello di Selvole 1996  Vin Santo del Chianti Classico,"This blend of 60% Malvasia and 40% Trebbiano boasts caramel, candied ginger ...",92,$50
Volpaia 2011  Vin Santo del Chianti Classico,"Made of 60% Trebbiano and 40% Malvasia, this opens with acacia honey, ...",92,$50
Losada 2015 Godello (Bierzo),"Losada is known for its red Mencía, but this Godello debut is ...",91,$32
Donnafugata 2007 Chiarandà  (Contessa Entellina),This is an absolutely beautiful white wine (made from a bland of ...,90,$40
"Baron de Escal 2009 Tempranillo, Garnacha, Mazuelo  (Rioja)","Dry, minty and spicy, with cool, lightweight berry and cola aromas. The ...",84,$10
Statti 2007 Greco Bianco (Calabria),This is good example of the potential of Calabria's Greco Bianco grape. ...,85,$21
Mastroberardino 2006 Coda di Volpe (Lacryma Christi del Vesuvio),"A luminous, golden color sets the stage of this Coda di Volpe-based ...",85,
Tenuta San Francesco 2007 Tramonti White (Campania),"This intriguing blend of Falanghina, Biancolella and Pepella (three relatively unknown indigenous ...",85,$21
Dingač Winery 2009 Plavac Mali (Peljesac),"Soft and sweet on the nose with scents of cherry pie, vanilla ...",86,$12
Il Vino dei Padri 2010 150 Anniversario Freisa (Asti),This expression of Freisa from the Asti area of northern Italy opens ...,86,$20
Kuentz-Bas 2014 Trois Châteaux Auxerrois (Alsace),"Hints of superripe, yellow pear and candied pear make for an enticing ...",88,$24
Marco Abella 2013 Loidana Red (Priorat),"Fresh cherry and plum aromas are basic and easy, with a medicinal ...",88,$30
Villa Poggio Salvi 2003 Aurico 375 ml  (Moscadello di Montalcino),"Here''s an easy, straightforward dessert wine from Montalcino, Tuscany that shows bright ...",88,$30
Tenuta Fernanda Cappello 2013 Traminer (Friuli Grave),This golden-colored wine conveys intense aromas of white rose petals and exotic ...,88,$12
Zenato 2014  Lugana,"Made with Turbiana grapes grown near the shores of Lake Garda, this ...",88,$16
Kettmeir 2013 Müller-Thurgau (Alto Adige),Aromas of stone fruit and pineapple lead the nose. The vibrant palate ...,88,$21
Castello di Neive 2015 Montebertotto Arneis (Langhe),Pretty scents of fragrant white wild flower and white stone fruit lift ...,87,$20
Ravoire et Fils 2015 Domaine Vallon des Cigales Rosé (Côtes de Provence),"Pale in color, this blend of every possible Provençal grape variety (including ...",87,$14
Bodegas Paniza 2015 Agostón Garnacha-Syrah (Cariñena),"Candied, medicinal berry aromas come with notes of wet cement, latex and ...",83,$13
Alta Alella 2014 Privat Lanius Pansa Blanca (Alella),"Yellow in color, with waxy apple and vegetal aromas, this varietal Xarel-lo ...",83,$35
Vins El Cep 2015 GR5 Senders Xarel-lo (Penedès),"Melon, pear and a strange note of mustard make for a challenging ...",83,$12
Bocopa 2014 Conde de Alicante White (Alicante),"With a light tan color and yeasty, briny aromas of vanilla and ...",84,$7
Emina 2014 Rueda Verdejo-Viura (Rueda),"Dusty, jumbled aromas of fleshy melon and stone fruits are not terribly ...",84,$12
Gattavecchi 2007  Rosso di Montepulciano,"Aromas of mature blackberries, prunes and darkly concentrated fruit characterize this dense ...",87,$13
Dougos 2006 Methistanes White (Thessalikos),This native white (70% Roditis and 30% Batiki) blend offers a zippy ...,87,$14
Marco Felluga 2004 Rosa Moscato (Delle Venezie),"Deep burgundy in color, Felluga''s interesting Moscato Rosa would make a good ...",87,$31
Bibich 2012 P9 Posip (North Dalmatia),"This Croatian white has delightful aromas of pineapple, tropical fruits and fresh ...",88,$27
Cantine Federiciane 2013 Piedirosso (Campi Flegrei),"This enjoyable wine opens with aromas of red berry, blackberry, blueberry and ...",87,$15
Cyan 2010 Crianza  (Toro),There are positives and negatives to this tinta de toro. The nose ...,87,$26
Athiná 2012 Assyrtico (Santorini),"This full-bodied Assyrtico offers aromas of pineapple, citrus and spice on the ...",90,$19
Gaia Wines 2013 Assyrtiko by Gaia Wild Ferment Assyrtico (Santorini),"Grown in the upland vineyard of Pyrgos, this Assyrtiko offers citrus and ...",87,$36
Alpha Estate 2010 Reserve Vieilles Vignes Unfiltered Xinomavro (Amyndeon),"Cedar, cinnamon and black cherry aromas offer friendly and generous appeal here. ...",87,$38
Domaine les Fils de René Quénard 2015 Les Cantates Chignin Jacquère (Savoie),Chignin is one of the cru villages of Savoie. This wine is ...,86,$20
Standing Stone 2014 Dry Vidal Blanc (Finger Lakes),A whiff of cinnamon lends spice to fresh apple and pear aromas ...,86,$14
Vinkara 2014 Yasasin Kalecik Karasi (Ankara),"Said to be the first traditional method sparkling wine produced in Turkey, ...",91,$40
Holly's Hill 2016 Estate Rosé (El Dorado),"This dry, lithe and almost athletic Rhône-style wine made from 55% Grenache ...",91,$22
Miraflores 2014 Estate Zinfandel (El Dorado),"Aged 22 months in 35% new French oak, this semisweet wine is ...",90,$30
Molliver Vineyards NV Chambourcin (Virginia),"Dark and intriguing, this wine offers notes of dried sour cherries and ...",86,$11
Marsuret 2012 Millesimato Dry  (Conegliano Valdobbiadene Prosecco Superiore),"Agostino Marsuret proposes this fresh sparkling wine made with Glera, Verdiso and ...",87,$22
Manuel Olivier NV Brut  (Crémant de Bourgogne),"Fragrant and crisp, this is a lively blend in which the Aligoté ...",87,$20
Schloss Johannisberger 2014 Gelback Feinherb Riesling (Rheingau),Vibrant white grapefruit and crisp-tart peach and pear notes penetrate throughout this ...,92,$30
John Duval Wines 2013 Annexus Grenache (Barossa),"John Duval (ex Penfolds) has finally released a varietal Grenache, a wine ...",92,$60
Sierra Cantabria 2009 Organza White (Rioja),"A bit resiny and hard at first, with apple and a lot ...",87,$30
Waterbrook 2012 Mélange Red Varietal Blend Red (Columbia Valley (WA)),"This kitchen sink-style blend is made up of Cabernet Sauvignon (32%), Merlot ...",87,
Béres 2014 Furmint (Tokaj),Nuances of white flowers lead you in to aromas of pear and ...,90,$19
Casca Wines 2011 Monte Cascas Vinha das Cardosas Red (Bairrada),"This is a single vineyard wine, a blend of the local red ...",90,$58
Holdvölgy 2012 Hold and Hollo White (Tokaj),"A blend of 65% Furmint and 35% Hárslevelu, this Hungarian white has ...",90,$20
Kvaszinger 2013 Estate Tokaji Furmint (Tokaj),"This dry Furmint has aromas of caramelized pineapple, citrus blossom and peach ...",90,$22
Abacela 2015 Muscat (Umpqua Valley),"This is definitely sweet, with 30 g/L residual sugar, but that is ...",90,$18
Domaine Spiropoulos 2015 Moschofilero (Mantinia),Exotic aromas of spice and herbs are followed by a fresh fruit ...,88,$18
Tsantali 2011 Reserve Xinomavro (Naoussa),"Dried cherry, crushed herbs and a spin of cocoa is the first ...",88,$25
Venta del Puerto 2011 No. 18 Vendimia Seleccionada Red (Valencia),"This blend of Syrah, Tempranillo, Cab Sauvignon and Merlot shows the upside ...",91,$24
Vinessens 2014 La Casica del Abuelo Red (Alicante),Loamy aromas of wet clay and blackberry transition to gamy and animal-like ...,90,$42
Mesa 2013 Buio  (Carignano del Sulcis),"Scents of perfumed berry, eucalyptus, chopped herb and a whiff of leather ...",92,$25
Argiolas 2011 Turriga Red (Isola dei Nuraghi),"A compelling blend of 85% Cannonau blended with equal parts Carignano, Bovale ...",94,$80
Incognito 2010 Red (Lodi),"A showcase of Lodi''s ability to grow an array of grapes, particularly ...",85,$18
Quinta de Lemos 2009 Dona Santana Red (Dão),"All four of Dâo''s indigenous red grapes—Touriga Nacional, Tinta Roriz, Jaen and ...",91,$25
Westbrook Wine Farm 2007 Viognier-Valdiguié (Madera),"Fruity and easy, this soft wine has sweet flavors of apricots and ...",84,$17
Esperanza 2012 Verdejo-Viura (Rueda),"Mild, fleshy aromas of dusty white fruits lead to a clenched, acidic ...",84,$12
Dominio Dostares 2008 Estay Prieto Picudo (Vino de la Tierra de Castilla y León),"Smoky, dark, bold and full of black fruit aromas along with barrel ...",89,$15
Condesa Eylo 2009 Verdejo (Rueda),"Nice and fragrant, with citrus and passion fruit at the heart of ...",89,$14
Cor Cellars 2009 Alba Cor White White (Columbia Gorge (WA)),"A fine bottle, roughly half Pinot Gris, half Gewürztraminer, from the Celilo ...",89,$16
Villa Andriana 2013 Muscat Canelli (Knights Valley),"The orange, lemon, honey and vanilla flavors are a little thin, but ...",84,$20
Feudi del Pisciotto 2012 Baglio del Sole Inzolia (Terre Siciliane),This simple wine holds somewhat oxidized aromas of caramelized orange slices and ...,84,$8
Godelia 2012 Godello-Doña Blanca White (Bierzo),Heavy white-fruit aromas have an almost “canned” quality. This is more like ...,84,$18
Chateau Morrisette 2011 Dry Rosé Chambourcin (Virginia),"Light notes of red cherry lozenge and strawberry mark the medium-bodied palate, ...",84,$18
Hazlitt 1852 Vineyards 2013 Ice Wine Vidal Blanc (Finger Lakes),"A jubilant bouquet of orange blossoms, marmalade and stony minerals, this unctuous ...",91,$43
Wachtstetter 2013 Steillage Trollinger (Württemberg),"Trollinger, also known as Schiava or Vernatsch outside of Germany, is a ...",93,$22
Meyer-Näkel 2013 S Spätburgunder (Ahr),"Plump, fleshy black cherry and berry flavors command this ripe, lusciously textured ...",93,$85
La Vis 2013 Sette Fontane Nosiola (Trentino),The nose is rather shy but eventually reveals delicate scents of spring ...,86,$18
Caminhos Cruzados 2014 Titular Colheita Branco White (Dão),This is a fine blend of Malvasia and Bical giving fresh acidity ...,86,$14
Peter Mertes 2014 Platinum Sweet Red Dornfelder (Rheinhessen),"Lush and a bit ruddy, this velvety sweet-style Dornfelder bursts of sun-kissed ...",86,$9
